sku,name,price,quantity,description
4306,GESTINOL CART C/28CP,58.8,4,LIBBS
20696,GINESSE C/63CP ,32.5,4,DIVERSAS
9077,GINNA 2% 40G ,49.47,4,EUROFARMA
687,GINO CANESTEN 1% CR VAG 35G ,92.98,4,DIVERSAS
849,GINO CANESTEN 2% CR VAG 20G,94.99,4,DIVERSAS
29342,GINO CANESTEN BALANCE 7 APL 5ML ,96.8,4,BAYER
33740,GINO CANESTEN TRI CUIDADO 200ML-DEMAIS PROD,25.24,0,BAYER
32176,GIOVANNA BABY DES STICK 0% ALUM CLAS 50G,27.2,0,DIVERSAS
32177,GIOVANNA BABY DES STICK 0% ALUM NEUT 50G,27.2,0,DIVERSAS
32617,"GLALFITAL 2%+0,5% SOL OFT 5ML TEUTO",36.25,0,TEUTO
18379,GLAUB MD 5ML,37.21,4,GENOM
27913,GLIBENCLAMIDA 5 MG C/30 CPS,5.0,4,MEDQUIMICA
2221,GLIBENCLAMIDA 5MG C/30CP NEO QUIMICA,5.0,4,NEO QUIMICA
27281,GLICLAZIDA 30 MG C/30 CPS,13.75,4,TORRENT
27562,GLICLAZIDA 30MG 30CPS,15.75,4,PHARLAB
24197,GLICLAZIDA 60 MG ,87.5,4,LEGRAND
25338,GLICLAZIDA 60MG C/30 CPS,45.5,4,PHARLAB
22937,GLICLAZIDA 60MG C/60CP EMS,92.5,4,EMS
22153,GLICLAZIDA 60MG C/60CP PHARLAB,82.0,4,PHARLAB
24261,GLIFAGE 1G C/30 CPS,56.5,4,MERCK
6292,GLIFAGE 850MG C/30CP,40.8,4,MERCK
5288,GLIFAGE XR 1G C/30CP,57.5,4,MERCK
722,GLIFAGE XR 500MG C/30CP,11.65,4,MERCK
6027,GLIFAGE XR 750MG C/30CP,40.3,4,DIVERSAS
20444,GLIFAGE XR 850MG 30CP,42.49,4,MERCK
20573,GLIMEPIRIDA 2MG C/30CP GEOLAB,11.5,4,GEOLAB
3101,GLIMEPIRIDA 2MG C/30CP GERMED,11.6,4,GERMED
8983,GLIMEPIRIDA 2MG C/30CP SANDOZ,11.25,4,SANDOZ
26597,GLIMEPIRIDA 4 MG C/30 CPS,16.3,4,GEOLAB
8999,GLIMEPIRIDA 4MG C/30CP SANDOZ,11.5,4,SANDOZ
32222,GLOSS LABIAL 4ML TUTTI FRUTI  BIO INSTINTO,15.9,0,DIVERSAS
1218,GLOSS LIP VOLUMOSO MAX LOVE 5ML,19.5,4,DIVERSAS
33572,GLYXAMBI 25+5MG C/30 CPS,500.51,0,BOEHINGER
1084,GOICOECHEA ARNICA 400G,47.0,4,GENOM
21370,GOICOECHEA COLAGENO 400G,47.0,4,DIVERSAS
461,GOICOECHEA DIABET TX 386G,59.85,4,GENOMMA
32721,GOMA TEXTURIZADORA SE CURVE 500G HASKEEL,73.5,0,HASKELL
3049,GRACIAL C/22 CPS,61.16,4,DIVERSAS
26379,GRAMPO DARMA 7 CASTANHO C/100UN,17.3,49,DARMA
25701,GRAMPO DARMA BLIS 5 PRETO C/50UN,3.41,49,DARMA
1680,GRAMPO P/CABELO 5 C/100,9.2,49,DIVERSAS
9143,GRAMPO STRASS C/02,7.0,49,DIVERSAS
19717,GRIPNEW C/20CP,18.77,4,MEDQUIMICA
32470,GROW CALCIO 150ML SUS,93.61,0,DIVERSAS
18308,GROW D 10ML,56.6,49,CIFARMA
24260,GROW FERRO 100MG GTS 30ML,82.85,49,CIFARMA
1175,GROW VIT 240ML ,154.3,49,CIFARMA
1290,GROW VIT BB 20ML ,53.8,49,CIFARMA
25375,GROW ZINCO SOL 100ML,97.87,49,CIFARMA
2179,GTS BINELLI 10ML,24.51,4,DAUDT
18565,GUARANA ANTARTICA 2L,12.0,4,PEPSICO
245,GUTTALAX GTS 30ML,42.93,4,BOEHINGER
1930,GYNOPAC CR VAG 35G C/4CP,123.51,4,FQM
3478,GYNOTRAN C/7 OVULOS,122.61,4,DIVERSAS
33787,H. BISOPROLOL 10MG 30 CPR,51.25,0,TORRENT
23941,HAIR SPR CARELISS EX FORTE 400ML,28.8,4,DIVERSAS
23931,HAIR SPR CHARMING FORTE 400ML,45.2,4,CLESS
33501,HAIR SPRAY ANTIFRIZZ KARINA 400ML - FIXAÇÃO EXTRA ,37.25,0,DIVERSAS
256,HALDOL 1MG C/20CP,8.76,4,JASSEN CILAG
3235,HALDOL 2MG/ML 30ML,19.56,4,JASSEN CILAG
33270,HALLS MENTA 28G,1.8,0,DIVERSAS
32671,HASTES FLEX POLYFARMA 150UN,4.5,0,DIVERSAS
30437,HASTES FLEX TOPZ BABY 050UN POTE PATR CANINA,8.7,49,TOPZ
29987,HASTES FLEXIVEIS C 150 UN,7.15,49,NATCOFARMA
2297,HASTES FLEXIVEIS COTONELA C/150 ,5.0,49,DIVERSAS
7151,HASTES FLEXIVEIS COTONELA C/75 ,2.55,49,DIVERSAS
1855,HASTES FLEXIVEIS JOHNSONS C/75 ,8.55,49,JOHNSON
4270,HASTES FLEXIVEIS JXJ C/150 ,16.0,49,DIVERSAS
2104,HASTES FLEXIVEIS TOPZ C/75,2.75,49,CREMER
30979,HB 8528 DREAM LIPS HIDRATANTE,8.9,4,RUBYROSE
33208,HEDERA 7 MG/ML SOL OR FR 100 ML ,20.0,0,CIMED
27240,HELIODERM SUNCARE FP50 CORP 120 ML,40.5,4,KLEY HERTZ
33854,HELIODERM SUNCARE FPS 30 200ML,40.5,0,DIVERSAS
5877,HELMILAB 30ML,6.25,4,NATULAB
22860,HELMIZOL 250MG C/20CP TEUTO,10.0,4,TEUTO
30219,HELMIZOL 400MG C/24 CPS TEUTO,18.2,4,TEUTO
33915,"HEM DE BISOPROLOL 1,25MG C/30 CPS",26.0,0,PHARLAB
31613,HEMIF QUETIAPINA 200MG C 30 CPR  BIOCHIM,54.0,0,BIOCHIMICO IND FARMACEUTICO
25101,HEMIFUMARATO DE BISOPROLOL 5MG  C/30 CPS,54.18,4,TORRENT
26881,HEMIT  ZOLPIDEM 5MG C/30 CPS SUBL,51.9,4,GERMED
34020,"HEMIT.RIVASTIGMINA(C1) 1,5MG 30CPS ",47.0,0,BIOCHIMICO IND FARMACEUTICO
31302,HEMODASE POM 25G 1APLIC,30.0,0,VITAMEDIC IND. FARMACEUTICA LTDA
19851,HEMORROYDINA 25G,22.75,4,NATIVITA
30262,HENE PELUCIA 180G GEL FORTE POUCH ,12.5,4,DIVERSAS
4864,HENE RENA GEL 180G,13.71,4,EMBELEZE
5312,HENE RENA GEL 180G,15.55,4,DIVERSAS
29826,HENNA P/ SOBRANC MAKIAJ CAST CLARO 1.5G,17.5,0,DIVERSAS
33484,HENNA RARE WAY CAST.CLARO,42.0,0,DIVERSAS
31946,HENNA RARE WAY CAST.ESCURO 3.5 GR,42.0,0,DIVERSAS
31947,HENNA RARE WAY CAST.MEDIO03.5 GR,47.95,0,DIVERSAS
21182,HENNA SURYA  CR MARSALA 70ML ,51.2,4,DIVERSAS
22333,HENNA SURYA 70ML,47.9,4,DIVERSAS
22854,HENNA SURYA CAST CLARO 70ML,47.65,4,UNILIFE
25420,HENNA SURYA CR CAST DOU 70ML,51.58,4,DIVERSAS
33607,HENNA SURYA CR CHOCOLATE 70ML,47.9,0,DIVERSAS
27160,HENNA SURYA CR PRETO 70 ML,47.9,4,DIVERSAS
26368,HENNA SURYA CR VINHO 70ML,46.08,4,DIVERSAS
28581,HEPATOVIT ABACAXI FLAC 10ML,1.65,49,DIVERSAS
25673,HEPATOVIT BOLDO FLAC 10ML,1.8,49,VITAMEDIC IND. FARMACEUTICA LTDA
1477,HERVIRAX 200MG C/25CP,24.5,4,PHARLAB
29157,HEXOMEDINE COLUTORIO 50ML ,73.34,4,SANOFI AVENTIS
32133,HID CORP SEDUCTION 240ML CICLO,50.0,0,DIVERSAS
30765,HID GIOVANNA BABY 050ML BLUE+2UN SAB VEG 90G*(E)*,31.66,4,DIVERSAS
28947,HID HIDRAMAIS  ALGODAO/OMEGA 500 ML,17.6,4,DIVERSAS
28950,HID HIDRAMAIS  FLOR LARANJEIRA 500 ML,17.6,4,DIVERSAS
28951,HID HIDRAMAIS  FRUTAS VERMELHAS 500 ML,18.8,4,DIVERSAS
30816,HID LABOTRAT DE MORANGO 340ml,28.2,4,LABORIS
31949,HID LABOTRAT LABPOP BW 150G,27.35,0,LABORIS
32703,HID MAO UNHA VITA SEIVA AMEND COLAG 150G HID MAO ,15.5,0,DIVERSAS
29156,HIDANTAL 100MG C/25 CPS,16.44,4,MANTECORP
34012,HIDRA AGUA DE COCO 28G C/4 SACHES COPYLAB,18.6,0,DIVERSAS
34013,HIDRA LARANJA 28G C/4 SACHES COPYLAB,18.6,0,DIVERSAS
34014,HIDRA UVA 28G C/4 SACHES COPYLAB,18.6,0,DIVERSAS
32305,HIDRABENE ESPUMA DE LIMPEZA SUAVE PELE MADURA - 50,65.15,0,ANASOL
32302,HIDRABENE HYALURONIC AGUA MICELAR - 200 ML,38.0,0,ANASOL
30833,HIDRABENE LIP TINT - CEREJA - 6 ML,20.9,4,ANASOL
32303,HIDRABENE LIP TINT TUTTI-FRUTTI - 6 ML  ,21.0,0,ANASOL
29022,HIDRABENE LIPSTICK  CEREJA-5G,14.2,4,ANASOL
31782,HIDRABENE LIPSTICK - PITAYA- 5 GR,14.25,0,ANASOL
33206,HIDRABENE PROT SOLAR ANTIACNE FPS 50 - 50G,40.0,0,ANASOL
32304,HIDRABENE PROTETOR SOLAR FACIAL FPS 50 ,72.9,0,ANASOL
33207,HIDRABENE PROTETOR SOLAR FACIAL FPS 99  40 G,9.0,0,ANASOL
32307,HIDRABENE SERUM EFEITO PEELING - 30ML,86.65,0,ANASOL
32306,HIDRABENE TONICO FACIAL  ANTIACNE - 150 ML,39.0,0,ANASOL
26696,HIDRABENE VITAMINA C FPS 50 40GR,73.34,4,DIVERSAS
31754,HIDRALI PO SOL AGUA DE COCO UN (AIREL),5.5,0,AIRELA 
31519,HIDRALI SAIS GUARANA PO 28.98,5.2,0,DIVERSAS
8822,HIDRALYTE 45 500ML,12.64,4,NATULAB
27716,HIDRALYTE 45 AGUA DE COCO 500 ML,25.47,4,NATULAB
33872,HIDRAMAIS CR HIDRAT MILK + 500ML,18.9,0,DIVERSAS
23962,"HIDRAPLEX GUARANA ENV 27,9G",6.11,4,NATULAB
28802,HIDRAT CORP AVEIA H+ 500 ML,18.0,4,DIVERSAS
26443,HIDRAT CORPO PAIXAO FLOR BAUNILHA 200ML,13.6,4,DIVERSAS
26444,HIDRAT CORPO PAIXAO FRAMBOESA 200ML,13.6,4,DIVERSAS
31291,HIDRAT DE MARACUJA 340ML LABOTRAT ,28.27,0,LABORIS
21460,HIDRAT DOVE BABY 200ML,32.2,4,PROCTER E GAMBLE
31603,HIDRAT GLICERINA ALOE VERA 100ML FMX,9.5,0,FARMAX
30401,HIDRAT LABIAL COM COR BATOM LABY ,6.5,4,DIVERSAS
31290,HIDRAT LIMA DA PERSIA 190ML - DIA A DIA ,28.27,0,LABORIS
6184,HIDRAT MAMYLAN 30G,56.7,4,UNIAO QUIMICA
20135,HIDRAT MONANGE EXTR OLIVA 200ML,13.0,4,DIVERSAS
21690,HIDRAT MONANGE FRUTAS VERM 200ML,13.5,4,DIVERSAS
21692,HIDRAT MONANGE IOGURTE/AVEIA 200ML,12.45,4,DIVERSAS
6685,HIDRAT MONANGE LEITE DE AMEND 200ML,13.5,4,DIVERSAS
258,HIDRAT NIVEA 400ML,39.49,4,NIVEA
21801,HIDRAT NIVEA Q10 VIT C 400ML,67.2,4,NIVEA
20652,HIDRAT PAIXAO 400ML ,22.45,4,DIVERSAS
23889,HIDRAT PAIXAO INPIRADORA 200ML,13.6,4,DIVERSAS
31293,HIDRAT PESSEGO DIA/DIA 190ML LABOTRAT,28.27,0,LABORIS
28727,HIDRAT ROSA MOSQUETA EPILE 200 ML,28.1,4,DIVERSAS
31289,HIDRAT ROSTO E CORPO LABOTRAT 340ML CAPIM LIMAO CA,28.27,0,LABORIS
21898,HIDRAT VASENOL REPAR INTENSIVA 200ML,32.75,4,VALEANT
28792,HIDRATANTE CORP ROSA MOSQUETA 500ML H+,18.8,4,DIVERSAS
33308,HIDRATANTE HIDRAMAIS 500ML  AMEIXA DOURADA - UN,18.9,0,DRL DISTRIBUIDORA ATACADISTA LTDA
33307,HIDRATANTE HIDRAMAIS 500ML - CEREJA E AVELÃ - UN,18.9,0,DRL DISTRIBUIDORA ATACADISTA LTDA
28740,"HIDRATANTE LABIAL NIVEA NUDE 4,8 GR",34.16,4,NIVEA
28743,"HIDRATANTE LABIAL NIVEA VERMELHO 4,8 GR",28.2,4,NIVEA
30817,HIDRATANTE PITAYA 190ML - DIA A DIA ,28.2,4,DIVERSAS
1381,HIDRION C/30CP,42.04,4,DIVERSAS
9516,HIDROCLOROTIAZIDA 25MG C/30CP MEDQUIMICA,3.32,4,MEDQUIMICA
11269,HIDROCLOROTIAZIDA 25MG C/30CP NEO QUIMIC,4.24,4,NEO QUIMICA
1045,HIDROCLOROTIAZIDA 25MG C/30CP TEUTO,2.6,4,TEUTO
29237,HIDROQUINONA GEL 40MG/G 30G ,55.66,4,EMS
25755,HIDROXIDO DE ALUMINIO 6% 100ML,12.6,4,ARIELA
22687,HIPOGLOS 135G,68.99,4,JASSEN CILAG
6640,HIPOGLOS AMENDOAS 40G,29.0,4,PROCTER E GAMBLE
6703,HIPOGLOS AMENDOAS 80G,56.2,4,PROCTER E GAMBLE
32015,HIPOGLOS CR PREVENTIVO ASSADURAS 120G ,68.3,0,DIVERSAS
29925,HIPOGLOS CR PREVENTIVO ASSADURAS 40G,24.8,4,PROCTER E GAMBLE
2953,HIPOGLOS POM TRANSPARENTE 30G,29.0,4,DIVERSAS
28925,HIPOGLOS TRANSPARENTE 120GR,78.8,4,PROCTER E GAMBLE
308,HIRUDOID GEL 500MG 40G,46.96,4,DIVERSAS
1376,HIRUDOID POM 300MG 40G,43.8,4,DIVERSAS
31597,HISCONGEX 20ML NEO QUIMICA,20.3,0,NEO QUIMICA
31598,HISCONGEX XAROPE 120ML NEO,29.87,0,NEO QUIMICA
3613,HISTADIN D 60ML,52.0,4,UNIAO QUIMICA
2560,HISTADIN D C/12CP,58.55,4,UNIAO QUIMICA
939,HISTADIN XPE 100ML,15.0,4,UNIAO QUIMICA
1532,HISTAMIN 2MG C/20CP,11.96,4,NEO QUIMICA
3466,HISTAMIN CR 10MG/G 30G,21.05,4,NEO QUIMICA
1531,HISTAMIN XPE 2MG/5ML 100ML,26.4,4,NEO QUIMICA
851,HIXIZINE 25MG C/30CP,58.7,4,THERASKIN
841,HIXIZINE XPE 120ML,64.32,4,THERASKIN
25609,HOLMES 20MG C/30 CPS,51.18,4,EUROFARMA
27122,HOLMES 40 MG C/30 CPS,53.82,4,EUROFARMA
27296,"HOLMES H 20MG+12,5 MG C/30 CPS",79.09,4,EUROFARMA
19674,"HOLMES H 40+12,5 C/30CP",90.04,4,EUROFARMA
18971,HOLMES H 40/25MG C/30CP,90.04,4,EUROFARMA
33248,HOME SPRAY COCO FLORAL 250ML - VERDE BRASIL,33.7,0,DIVERSAS
29378,HOT SEX 500 MG C/60 CAPS UNI ERVAS,24.0,49,NATURE
19757,HYABAK SOL OFT 10ML,90.9,4,DIVERSAS
30666,HYALUDERMIN CREME 10 GR,41.23,4,PHARMA
7308,HYLO GEL COL 10ML,123.0,4,DIVERSAS
19434,HYSTIN 2MG C/20CP,6.5,4,GEOLAB
21492,"HYSTIN SOL 0,4MG/ML 120ML GEOL",12.9,4,GEOLAB
6091,HYTOS PLUS XPE 100ML,30.05,4,UNIAO QUIMICA
24498,IBAN 150 MG C/1 CP,60.5,4,EUROFARMA
21981,IBUPRIL 400MG C/10CAPS GEL,12.0,4,TEUTO
19238,IBUPRIL 50MG/ML 30ML,6.86,4,TEUTO
7536,IBUPRIL 600MG C/20CP,12.0,4,TEUTO
27646,IBUPROFENO 100 MG/ML 20 ML,10.0,4,MEDQUIMICA
25647,IBUPROFENO 100MG/ML SUSP 20ML,10.0,4,GEOLAB
30486,IBUPROFENO 400MG C/10CAPS,18.0,4,ALTHAIA
4908,IBUPROFENO 600MG C/10CP PRATI,8.1,4,PRATI DONADUZZI
25646,IBUPROFENO SUSP 100MG/ML 20ML,10.4,4,GEOLAB
5792,IBUPROTRAT XPE 100ML+SERINGA,12.0,4,NATULAB
28196,IBUVIX 100 MG/ML 20 ML,10.0,4,GEOLAB
27206,IBUVIX 50 MG/ML 30 ML,10.0,4,GEOLAB
18237,ICACORT 30G,45.41,4,BAYER
22688,ICADEN CR 20G,52.34,4,DIVERSAS
33702,IEROBINA C 12 FLAC 10ML,1.85,0,DIVERSAS
33715,IM CREAMASS BAUNILHA POUCH 3KG ,145.38,0,INTEGRAL MEDICA
33224,IM CRISP BARRA LEITE NINHO C/ CR AVELA  UN ,10.2,0,BOMPET COMERCIO E DISTRIB DE COSMET
31032,IM NUTRIWHEY COOKIES POUCH 900 GR,99.75,0,INTEGRAL MEDICA
32520,IM WHEY 100% COOKIES CREAM 907G POUCH (INTEG),180.0,0,INTEGRAL MEDICA
30311,IMECALCIO 500MG C/ 0 CPR,31.2,49,DIVERSAS
31750,IMECALCIO D3 500+400MG C/60CPS ,26.0,0,DIVERSAS
19141,IMECAP HAIR C/30CP,45.29,49,DIVERSAS
4411,IMECAP HAIR C/60CPS,50.2,49,DIVERSAS
2462,IMESCARD POM 25G,51.37,4,DIVERSAS
23399,IMIPRA 25MG C/20CP,14.29,4,CRISTALIA
20195,IMOLAC 200ML ,97.23,49,CIFARMA
21045,IMOSEC 2MG C/12CP,12.23,4,DIVERSAS
24072,IMPERE 5MG C/30 CP,156.68,4,EMS
25881,IMUNOFLAN XPE 307/39MG 120ML,136.96,4,HERBARIUM
20786,IMUNOGLUCAN 150ML,91.25,49,DIVERSAS
33987,IMUNOTRAT PELARGONIUM FRASCO 20 ML,99.6,0,IAZE
24651,IMUSSUPREX 50MG C/50 CPS,188.87,4,DIVERSAS
27669,"INDAPAMIDA 1,5 MG C/30 CPS",36.7,4,TORRENT
21566,"INDAPAMIDA 1,5MG C/30 CP EUROF",17.5,4,EUROFARMA
34021,"INDAPAMIDA 1,5MG C/60 CPS",29.7,0,EMS
518,INDOCID 25MG C/30CPS,39.3,4,ASPEN
519,INDOCID 50MG C/30CP,53.0,4,ASPEN
30130,INDOSSO 150 MG C/1 CP ,79.41,4,MOMENTA
28870,INFLAPLUS CURCUMA PREMIUM LIMAO 30ML -,25.95,49,DIVERSAS
28867,INFLUDORON GLOBULOS 20G ,81.8,4,WELLEDA DO BRASIL
18904,INFRALAX C/15CP,10.85,4,EMS
19034,INFRALAX C/30CP,22.1,4,EMS
29120,INILOK 40MG C/60 CPS LIB PROL,132.95,4,APSEN
30606,INSET RAID AQUA PROTECTION 300ML,23.0,49,JOHNSON
20915,INSIT 50MG C/30 CPS,87.23,4,DIVERSAS
31098,INSPRA 25MG ,70.59,4,PFIZER
33623,INSPRA 25MG 30CPR,70.59,0,DIVERSAS
33777,INTESTIN 2MG 12 CPS GLOBO,9.43,0,DIVERSAS
9476,IOGURT LIQ MORANGO 170ML,4.2,49,DIVERSAS
6733,IOGURT MORANGO POTE 500G,14.15,49,DIVERSAS
21746,IOGURT NATURAL INTEGRAL 170G,4.5,49,DIVERSAS
22028,IOGURT POTE COCO 500G,14.15,49,DIVERSAS
23636,IOGURTE LIQUIDO FRUTAS VERMELHAS 170G,4.2,49,DIVERSAS
32738,IOGURTE NATURAL MILK INTEGRAL COPO 170G ITAMBE,4.5,0,FLAVIO COMERCIO E REPRESENTACOES LTDA
32739,IOGURTE NATURAL MILK INTEGRAL POTE 500G,12.8,0,FLAVIO COMERCIO E REPRESENTACOES LTDA
25795,IOGURTE PEDACOS FLOCOS 500G,14.15,49,DIVERSAS
31843,IOGURTE PEDACOS PESSEGO  ITAMBE PT 450G,13.75,0,ITA DISTRIBUIDORA LTDA
32737,IORGUTE NATURAL DESNATADO CP 170G ITAMBE,4.5,0,FLAVIO COMERCIO E REPRESENTACOES LTDA
25235,IROSE 500MG C/6 CPS,34.6,4,ALTHAIA
33620,ISDIN PROTETOR FUSI WATER 50ML-DEMAIS PROD,121.5,0,DIVERSAS
5050,ISOFLAVINE 75MG C/30CP,86.75,4,DIVERSAS
681,ISORDIL SUBLINGUAL 5MG C/30CP,14.58,4,EMS
30818,ISQUEIRO BIC MAXI,5.9,49,BIC
33064,ISQUEIRO BIC MAXI,6.0,0,DIVERSAS
21734,ITAMBE KIDS CHOCOLATE 200ML,3.2,49,O.B.
20277,ITRACONAZOL 100MG  15CPS,32.0,4,GEOLAB
21245,ITRACONAZOL 100MG C/15CPS LEGRAND,32.5,4,LEGRAND
4824,IVERMECTINA 6MG C/4CP,12.0,4,NEO QUIMICA
29754,JABORANDI NECTAVITA 35ML HASKELL,24.3,4,HASKELL
29867,JARDIANCE 10MG C/30 CPS,321.27,4,BOEHINGER
19763,JARDIANCE 25MG C/30CP,321.27,4,BOEHINGER
33557,JOAO E MARIA COL BABY FR 200ML,26.07,0,CIMED
33551,JOAO E MARIA OLEO BABY FR 200ML,27.49,0,CIMED
16149,JOELHEIRA CURTA C/SUPORTE PATELAR GG,41.81,6,MERCUR
31008,JOELHEIRA G C/ORIFICIO REFORCADO,46.99,6,MERCUR
6256,JOELHEIRA LISA SANITY,28.07,6,SANITY
28251,JOELHEIRA LONGA SIMPLES GG,52.3,6,DORTLER
26076,JOELHEIRA MERCUR C/ORIF PRETA G,51.8,6,MERCUR
32291,JOELHEIRA S/ORIF ESPORTE PRETA P BC0035,45.5,0,MERCUR
7587,JOHNSONS BABY LAVANDA 200ML,51.4,4,DIVERSAS
31346,JUBA BUTTER OIL  CAPILAR INTENSIVO CON,84.15,0,DIVERSAS
28021,K MED ICE FR 200 GR,38.0,49,CIMED
33158,K-LOVE GEL DESLIZANTE 50G FASHION,10.0,0,FASHION
20417,K-MED 2 EM 1 GEL  203GR,39.0,49,CIMED
32837,K-MED 2 EM 1 GEL FR 203 G ,38.0,0,CIMED
32990,K-MED 2 EM 1 GEL FR 50 G CIMED,18.5,0,CIMED
4257,K-MED GEL LUBRIF 50G,13.23,49,CIMED
3549,K-MED HOT 200ML,46.0,49,CIMED
32996,K-MED ICE FR 50G CIMED,18.5,0,CIMED
32998,K-MED PREL GEL BG 50G CHUPA QUE E DE UVA CIMED,23.5,0,CIMED
32992,K-MED PREL GEL INTIMO  50G CHUPE FRUTTI,23.5,0,CIMED
19472,K-SEX GEL 50G,15.6,49,UNIAO QUIMICA
1446,K-Y GEL LUBRIF INT 50G,33.5,49,JOHNSON
29536,KALICID 10ML,22.85,4,BELFAR
33456,KALOBA 20MG 21CPR   ,121.63,0,DIVERSAS
25837,KALOBA GTS 50 ML,164.85,4,TAKEDA PHARMA
6226,KALOBA SOL ORAL 20ML,105.13,4,NYCOMED
7400,KALONAT 20% 10ML,22.8,4,NATULAB
5105,KAOSEC 2MG C/4CP,1.5,4,DIVERSAS
32471,KELO-TRIZ GEL 15G,92.0,0,EMIS MINAS DIST. DE PROD. FARM. LTDA
6025,KELTRINA PLUS 5% 60ML,28.3,4,MULTILAB
27299,KEPPRA 250 MG C/30 CPS,79.95,4,UCI-FARMA
20424,KEPPRA 250MG C/60CP,199.85,4,GSK
33632,KEPPRA 750 MG C/30 CPS,414.79,0,UCI-FARMA
32736,KEPPRA 750 MG C/60 COMP REV ,483.33,0,DIVERSAS
31298,KEPPRA XR 500MG C/60 CPS,319.86,0,UCI-FARMA
32630,KETTO SUBL 10MG 10CPR,34.92,0,MOMENTA
33369,KIT (SH+COND) ORIENTE LIFE ACAI 500ML,48.1,0,DIVERSAS
33370,KIT (SH+COND) ORIENTE LIFE COCONUT 500ML,54.1,0,DIVERSAS
24513,KIT ACCU-CHEK ACTIVE 50 CT MG/DL,157.5,49,ROCHE
32151,KIT AMAKHA (DES CORP+HID) DENISE C/2,57.0,0,DIVERSAS
29033,KIT ANASOL PROT CORPO 120G +PROT KIDS 100GR,67.08,4,ANASOL
29498,KIT ANASOL PROTSOL FPS50-60G+KIDS FP90-100G,79.59,4,ANASOL
33902,KIT ANTIOLEOSIDADE PROTETOR SOLAR FACIAL FPS60 SEM,52.8,0,DIVERSAS
33387,KIT BEPANTRIZ 50 MG/G POM 3 BG X 30 G,36.25,0,CIMED
33613,KIT CACHOS 500 ML UN/01/UN,60.54,0,DIVERSAS
28967,KIT CENTRUM MULHER 60+30 CPS,101.75,49,GLAXOSMITH
20289,KIT COLHER DE SIL,25.5,49,FLY
25809,KIT COLOR PRATIC - 2.0 PRETO,40.2,4,HASKELL
25810,KIT COLOR PRATIC - 5.0 CASTANHO CLARO,40.2,4,HASKELL
25811,KIT COLOR PRATIC - 7.73 CHOCOLATE DOURADO,39.13,4,HASKELL
25812,KIT COLOR PRATIC - 8.0 LOURO CLARO,40.2,4,HASKELL
25547,KIT COLOR PRATIC 12.1 ,39.13,4,HASKELL
25548,KIT COLOR PRATIC 6.1 ,40.0,4,HASKELL
25549,KIT COLOR PRATIC 7.44 ,40.0,4,HASKELL
32092,KIT CRESPOS BIOEXTRATUS 250ML+250ML,60.54,0,BIOEXTRATUS
33170,KIT DABELLE (SH+COND) CEREJA MANIA 425ML,21.25,0,DIVERSAS
28938,KIT DABELLE SH+COND EXPLOD BRILHO 425ML,21.05,4,DIVERSAS
32893,KIT DE HIGIENE ORAL PREDENT 1X1UN,16.05,0,DIVERSAS
30974,KIT DE SOMBRAS FEELS,25.0,4,RUBYROSE
32155,KIT DEO MEU EU VIBRANTE+LOC ILOVE A.KISS,47.9,0,DIVERSAS
29655,KIT DERMAFEME FRESH FR  200 ML ,25.6,49,CIMED
28025,KIT DERMAFEME TUTTI FRUTI 2UN 200 ML,25.6,49,CIMED
33295,KIT ELSEVE SHAMPOO 375 +CO 170 GLYCOLIC GLOSS 2X1,42.2,0,DIVERSAS
33916,KIT ESC MC+FIO FRUTAS20M+GEL INF STITCH,49.86,0,DIVERSAS
24486,KIT ESCOVA E PENTE FLY  ,25.65,49,FLY
28086,KIT ESCOVA LIMPEZA P/CANUDOS C/2 PIMP AZUL,20.63,49,DIVERSAS
28087,KIT ESCOVA LIMPEZA P/CANUDOS C/2 PIMP BRAN,20.63,49,DIVERSAS
28085,KIT ESCOVA LIMPEZA P/CANUDOS C/2 PIMP ROSA,20.63,49,DIVERSAS
21241,KIT ESCOVA MAMAD AZUL ,24.0,49,DIVERSAS
22373,KIT ESCOVA MAMAD ROSA BUBA,24.0,49,BUBA
3139,KIT ESPONJA C/6 PEÇAS,22.5,4,DIVERSAS
32955,KIT EUDORA SIAGE HAIR-PLASTIA COND+SH ,92.5,0,CERTO DISTRIBUICAO LTDA
27533,KIT EVOLUCAO DIVERTIDA LILLO ROSA TAM 1,62.1,49,LILLO
26226,KIT FASES FIONA ORTO AZUL C/3UN,45.27,49,FIONA
27886,KIT FOREVER LISS SH+MASC BANHO VERNIZ,66.9,4,DIVERSAS
27893,KIT FOREVER LISS SH+MASC DESMAIA CABELO,67.96,4,DIVERSAS
33901,KIT FPS 70 200G + FPS 50 120G SUNLESS,71.1,0,DIVERSAS
33524,KIT FPS50 120G GANHE REPEL KIDS 100ML,35.1,0,DIVERSAS
30815,KIT GB BLUE COL+ LOCAO + SAB VEG,51.0,4,DIVERSAS
24520,KIT HASKELL COLOR PRATIC 3.0 CAST ESCURO,42.13,4,HASKELL
24818,KIT HASKELL COLOR PRATIC 4.0 CAST MED,42.13,4,HASKELL
24819,KIT HASKELL COLOR PRATIC 4.66 CAST MED VERM,39.14,4,HASKELL
24319,KIT HASKELL COLOR PRATIC 5.35 CHOC ,38.61,4,HASKELL
24820,KIT HASKELL COLOR PRATIC 55.62 VERM VIOLINE,40.2,4,HASKELL
