sku;name;quantity;price
7900066048141;CONJ. MASC. LUNENDER 1010;3;243,02
7909442364486;CONJ. MOL. FEM 37508;1;142,64
7909683122906;CONJ. MOL. FEM. LUNENDER 60119;1;175,59
31080002558520;CONJ. MOL. FEM. LUNENDER 61984,62033,034;1;91,57
7900066188793;CONJ. MOL. FEM. LUNENDER 65178;2;250,99
7909878813022;CONJ. MOL. FEM. LUNENDER 66433;2;194,96
7909878766465;CONJ. MOL. FEM. LUNENDER 66436;1;245,16
7909878862327;CONJ. MOL. FEM. LUNENDER 66491;3;296,47
7909683698500;CONJ. MOL. FEM. LUNENDER 66709;2;155,32
7900066189110;CONJ. MOL. FEM. LUNENDER 67771;2;219,71
7900066118554;CONJ. MOL. FEM. LUNENDER 67773;3;219,71
7900066960382;CONJ. MOL. FEM. LUNENDER 69383;3;247,83
7909356832392;CONJ. MOL. INF. 25568;1;56,49
7909919196800;CONJ. MOL. INF. FEM. 105440;4;55,12
7909879986770;CONJ. MOL. INF. FEM. 105458;1;65,71
7900007903621;CONJ. MOL. INF. FEM. 116610;1;67,82
7900007933840;CONJ. MOL. INF. FEM. 116728;2;102,42
7900066977724;CONJ. MOL. INF. FEM. 65700;3;105,02
7909683783077;CONJ. MOL. INF. FEM. LUNENDER 16122;5;83,07
7909683182887;CONJ. MOL. INF. FEM. LUNENDER 61642;2;116,6
7900259018449;CONJ. MOL. INF. FEM. LUNENDER 65697;1;93,17
7909683777007;CONJ. MOL. INF. FEM. LUNENDER 66956;2;105,99
7900066160522;CONJ. MOL. INF. FEM. LUNENDER 67930;6;120,12
7909878820303;CONJ. MOL. INF. LUNENDER 19123;3;72
7900259012485;CONJ. MOL. INF. LUNENDER 65329;3;112,59
7900259025683;CONJ. MOL. INF. LUNENDER 65337;4;189,22
7900259003308;CONJ. MOL. INF. LUNENDER 65341;4;166,68
7900066920546;CONJ. MOL. INF. LUNENDER 65833;2;144,14
7909878769961;CONJ. MOL. INF. LUNENDER 66137;4;175,52
7909878814951;CONJ. MOL. INF. LUNENDER 66191;2;121,86
7909878800275;CONJ. MOL. INF. LUNENDER 66216;3;140,04
7909878724717;CONJ. MOL. INF. LUNENDER 66217;5;110,77
7909919200774;CONJ. MOL. INF. MASC. 105551;1;102,06
7900007932188;CONJ. MOL. INF. MASC. 116681;1;102,42
7900007930566;CONJ. MOL. INF. MASC. 116871;1;108,77
7909706366157;CONJ. MOL. INF. MASC. 77147;1;57,04
7909683670988;CONJ. MOL. INF. MASC. LUNENDER 16091;3;69,94
7900066759771;CONJ. MOL. INF. MASC. LUNENDER 19068;2;96,13
7909352786569;CONJ. MOL. INF. MASC. LUNENDER 456;1;63,37
7909683107156;CONJ. MOL. INF. MASC. LUNENDER 62594;1;112,83
7900066023155;CONJ. MOL. INF. MASC. LUNENDER 66449;1;85,34
7900066069474;CONJ. MOL. INF. MASC. LUNENDER 66522;2;178,92
7900066079152;CONJ. MOL. INF. MASC. LUNENDER 66562;2;162,11
7900066058669;CONJ. MOL. INF. MASC. LUNENDER 66588;1;78,13
7900066053299;CONJ. MOL. INF. MASC. LUNENDER 66594;2;107,11
7900066091659;CONJ. MOL. INF. MASC. LUNENDER 72006;7;275,25
7909919196671;CONJ. MOL. JUV. FEM. 105440;3;92,57
7900007902396;CONJ. MOL. JUV. FEM. 116698;2;115,21
7900007903577;CONJ. MOL. JUV. FEM. 116710;4;89,52
7900007933802;CONJ. MOL. JUV. FEM. 116728;7;128,01
7900007835274;CONJ. MOL. JUV. FEM. 116737;7;135,76
7900007946031;CONJ. MOL. JUV. FEM. 116746;3;159,94
7895857303304;CONJ. MOL. JUV. FEM. 32567;3;86,2
7909619326057;CONJ. MOL. JUV. FEM. 64530;1;102,02
7900066977632;CONJ. MOL. JUV. FEM. 65700;3;124,28
7909834186900;CONJ. MOL. JUV. FEM. 95449;1;130,43
7892530116671;CONJ. MOL. JUV. FEM. LUNENDER 62095 3187;2;79,6
7900259018470;CONJ. MOL. JUV. FEM. LUNENDER 65697;3;110,95
7909683761570;CONJ. MOL. JUV. FEM. LUNENDER 66947;1;124,63
7900066055200;CONJ. MOL. JUV. FEM. LUNENDER 66987;1;168,71
7909878771421;CONJ. MOL. JUV. LUNENDER 19119;1;103,12
7900066756688;CONJ. MOL. JUV. LUNENDER 19148;2;112,43
7900066920720;CONJ. MOL. JUV. LUNENDER 65843;2;172,32
7900066908469;CONJ. MOL. JUV. LUNENDER 65845;2;165,56
7909878770004;CONJ. MOL. JUV. LUNENDER 66137;2;203,25
7909878814586;CONJ. MOL. JUV. LUNENDER 66213;1;177,3
7900066078957;CONJ. MOL. JUV. LUNENDER 66555;1;191,9
7909919200460;CONJ. MOL. JUV. MASC. 105551;4;129,27
7909879981447;CONJ. MOL. JUV. MASC. 105578;5;176,92
7900007930351;CONJ. MOL. JUV. MASC. 116871;1;134,35
7900007956238;CONJ. MOL. JUV. MASC. 116941;6;204,73
7900007955880;CONJ. MOL. JUV. MASC. 116944;2;191,97
7900066079107;CONJ. MOL. JUV. MASC. 66562;1;190,97
7909834460307;CONJ. MOL. JUV. MASC. 95564;3;148,3
7900066759696;CONJ. MOL. JUV. MASC. LUNENDER 19068;1;112,43
7900066185747;CONJ. MOL. JUV. MASC. LUNENDER 66552;2;207,67
7909919195230;CONJ. MOL. R/N 105368;9;88,46
7909129768651;CONJ. MOL. R/N 43959;2;45,72
7909919141275;CONJ. MOL. R/N FEM. 105389;8;71,41
7909442531222;CONJ. MOL. R/N FEM. 40023;1;94,04
7909810987415;CONJ. MOL. R/N FEM. 91414;5;80,98
7909683141433;CONJ. MOL. R/N FEM. LUNENDER 62560;4;90,24
7909683191544;CONJ. MOL. R/N FEM. LUNENDER 62560;2;96,52
7909683181507;CONJ. MOL. R/N FEM. LUNENDER 62565;1;65,14
7909683135128;CONJ. MOL. R/N FEM. LUNENDER 62610;1;95,26
7909246856538;CONJ. MOL. R/N FEM. LUNENDER 62857,62843;2;49,52
7900259014526;CONJ. MOL. R/N FEM. LUNENDER 65275;1;97,94
7900259018531;CONJ. MOL. R/N FEM. LUNENDER 65697;1;79,84
7909878799180;CONJ. MOL. R/N FEM. LUNENDER 66176;4;103,43
7909683713371;CONJ. MOL. R/N FEM. LUNENDER 66877;2;82,66
7900066160423;CONJ. MOL. R/N FEM. LUNENDER 67930;1;104,58
7909352866513;CONJ. MOL. R/N FEM. LUNENDER 69306;2;55,27
7909352755435;CONJ. MOL. R/N LUNENDER 491;1;87,69
7900066857132;CONJ. MOL. R/N LUNENDER 65228;2;95,68
7900066826152;CONJ. MOL. R/N LUNENDER 65233;2;106,95
7900066988294;CONJ. MOL. R/N LUNENDER 65247;1;140,76
7900066875709;CONJ. MOL. R/N LUNENDER 65252;3;118,22
7900066875990;CONJ. MOL. R/N LUNENDER 65253;1;146,39
7900066892140;CONJ. MOL. R/N LUNENDER 65256;2;135,13
7900259011709;CONJ. MOL. R/N LUNENDER 65269;1;75,4
7900066967923;CONJ. MOL. R/N LUNENDER 65278;2;111,46
7900066904034;CONJ. MOL. R/N LUNENDER 65280;2;67,51
7900259008778;CONJ. MOL. R/N LUNENDER 65301;1;119,35
7909878821621;CONJ. MOL. R/N LUNENDER 66059;6;93,47
7909919201702;CONJ. MOL. R/N MASC. 105494;8;45,6
7909919231440;CONJ. MOL. R/N MASC. 105500;10;64,69
7900007930931;CONJ. MOL. R/N MASC. 116639;4;47,02
7900007934748;CONJ. MOL. R/N MASC. 116642;8;83,14
7900007938999;CONJ. MOL. R/N MASC. 116651;2;78,06
7909834815596;CONJ. MOL. R/N MASC. 91609;3;87,18
7898948025048;CONJ. MOL. R/N MASC. IAZE 27120;2;91,52
7898948035047;CONJ. MOL. R/N MASC. IAZE 32149;6;117,89
7898948035139;CONJ. MOL. R/N MASC. IAZE 32159;1;137,8
7909683096313;CONJ. MOL. R/N MASC. LUNENDER 62548;2;75,18
7909683087595;CONJ. MOL. R/N MASC. LUNENDER 62554;1;63,88
7909683098065;CONJ. MOL. R/N MASC. LUNENDER 62588;1;75,18
7909683107125;CONJ. MOL. R/N MASC. LUNENDER 62594;1;100,28
7909878816603;CONJ. MOL. R/N MASC. LUNENDER 66199;2;136,72
7900066026330;CONJ. MOL. R/N MASC. LUNENDER 66447;4;95,86
7900066023209;CONJ. MOL. R/N MASC. LUNENDER 66449;2;78,27
7900066089953;CONJ. MOL. R/N MASC. LUNENDER 66453;5;121,46
7900066069238;CONJ. MOL. R/N MASC. LUNENDER 66522;1;156,18
7900066067326;CONJ. MOL. R/N MASC. LUNENDER 66588;1;66,53
7909683678090;CONJ. MOL. R/N MASC. LUNENDER 66831;2;109,48
7897753670344;CONJ. P/ MANTIMENTO EURO ON0344-VM;2;118,37
7896952517016;CONJ. P/ MANTIMENTO JAGUAR 1701;3;39,15
7896952531173;CONJ. P/ MANTIMENTO JAGUAR 3117;4;57,28
7896042066707;CONJ. P/ MANTIMENTO PLASUTIL 6670;4;114,7
7908281371594;CONJ. PETISQUEIRA 6139;5;98,55
7908281379620;CONJ. PETISQUEIRA 6160;5;98,55
7908329901592;CONJ. PIPOCA PERSONAGENS M322-H;2;77,16
7899790227512;CONJ. PIPOCA ROLETA 2707, 3988, 10405;1;87
7896042082448;CONJ. POTE DE PLAST PLASUTIL 8244;3;37,37
7909652674993;CONJ. R/N  MARLAN 60862;3;61,41
7900007342857;CONJ. R/N 112678;7;49,36
7900007320916;CONJ. R/N 112693;6;58,23
7900007939934;CONJ. R/N 116591;1;83,18
7900007949148;CONJ. R/N 116684;2;108,56
7909810988627;CONJ. R/N BLUSAO CALCA 91402;7;28,52
7909810838960;CONJ. R/N BLUSAO CALCA 91417;2;62,51
7909810972176;CONJ. R/N BLUSAO CALCA 91536;2;50,85
7909810861968;CONJ. R/N BLUSAO CALCA 91555;1;38,33
7900072800719;CONJ. R/N BODY/SHORT 122636;4;67,72
7909879444850;CONJ. R/N CAMISETA/SHORT 101534;1;33,09
7909879517790;CONJ. R/N FEM. 101871;3;85,18
7909879497092;CONJ. R/N FEM. 101871;4;60,06
7909919191607;CONJ. R/N FEM. 105422;4;88,46
7909919838755;CONJ. R/N FEM. 109252;2;40,11
7909879669147;CONJ. R/N FEM. 110845;1;60,37
7909919900988;CONJ. R/N FEM. 116163;1;81,63
7909919901428;CONJ. R/N FEM. 116166;2;81,63
7909919902531;CONJ. R/N FEM. 116175;2;71,42
7900007748352;CONJ. R/N FEM. 116292;1;63,95
7900007747843;CONJ. R/N FEM. 116353;6;53,08
7900007744828;CONJ. R/N FEM. 116359;2;67,17
7900007955682;CONJ. R/N FEM. 116570;6;83,18
7900007834536;CONJ. R/N FEM. 116573;1;83,18
7900007928464;CONJ. R/N FEM. 116576;4;81,94
7900007937268;CONJ. R/N FEM. 116597;3;48,96
7900007943917;CONJ. R/N FEM. 116603;4;69,75
7900007941968;CONJ. R/N FEM. 116606;8;55,08
7900007930665;CONJ. R/N FEM. 116612;1;40,95
7900072834479;CONJ. R/N FEM. 122575;1;35,44
7900072834653;CONJ. R/N FEM. 122581;2;45,1
7900072835070;CONJ. R/N FEM. 122590;7;75,25
7900072842726;CONJ. R/N FEM. 122604;6;111,28
7900072845796;CONJ. R/N FEM. 122694;1;39,98
7900072837104;CONJ. R/N FEM. 122700;1;64,32
7900072849435;CONJ. R/N FEM. 122730;1;90,32
7900072846052;CONJ. R/N FEM. 122739;1;42,84
7909356413843;CONJ. R/N FEM. 18579, 24949;2;49,44
7909356833825;CONJ. R/N FEM. 22287;1;39,55
7891612121367;CONJ. R/N FEM. 24493, 26828, 34436;1;30,24
7895857849048;CONJ. R/N FEM. 26176, 27313, 29556;1;34,45
7891612274674;CONJ. R/N FEM. 26830, 27323, 29796;2;35,96
7895857848782;CONJ. R/N FEM. 27032, 27196, 29553;1;31,84
7909400892303;CONJ. R/N FEM. 35646;1;40,75
7909206676428;CONJ. R/N FEM. 35941, 016;1;55,7
7909442346338;CONJ. R/N FEM. 37917;3;51,32
7909442371057;CONJ. R/N FEM. 37932;1;85,51
7909206218765;CONJ. R/N FEM. 46679;1;35,77
7909206219045;CONJ. R/N FEM. 46680;1;38,05
7909206219151;CONJ. R/N FEM. 46681;2;43,93
7909263997269;CONJ. R/N FEM. 5905;1;54,72
7909206989443;CONJ. R/N FEM. 6645, 22516;3;42,37
7909661431280;CONJ. R/N FEM. 71865;1;59,01
7909661621902;CONJ. R/N FEM. 73049;2;84,27
7909661622954;CONJ. R/N FEM. 74759;3;32,6
7909661622596;CONJ. R/N FEM. 74771;2;55,67
7909661642709;CONJ. R/N FEM. 773046;6;56,8
7909810120584;CONJ. R/N FEM. 87934;2;56,02
7909358477454;CONJ. R/N FEM. ELIAN 724;1;36,32
7894113385078;CONJ. R/N FEM. FOFINHO 122416;4;63,17
7898948033456;CONJ. R/N FEM. IAZE 1412;3;45,02
7898948020364;CONJ. R/N FEM. IAZE 2406;2;44
7898948020425;CONJ. R/N FEM. IAZE 2412;1;40,41
SEM GTIN;CONJ. R/N FEM. IAZE 2438;1;59,38
7898948024355;CONJ. R/N FEM. IAZE 27003;1;57,86
7898948024485;CONJ. R/N FEM. IAZE 27016;1;53,05
7898948024492;CONJ. R/N FEM. IAZE 27017;1;49,28
7898948024621;CONJ. R/N FEM. IAZE 27030;1;51,78
SEM GTIN;CONJ. R/N FEM. IAZE 28010;2;61,93
SEM GTIN;CONJ. R/N FEM. IAZE 28015;1;70,21
SEM GTIN;CONJ. R/N FEM. IAZE 28030;2;52,8
SEM GTIN;CONJ. R/N FEM. IAZE 28035;1;54,76
SEM GTIN;CONJ. R/N FEM. IAZE 28047;1;42,59
7898948028612;CONJ. R/N FEM. IAZE 30019;1;66,85
7898948028988;CONJ. R/N FEM. IAZE 30056;1;54,26
7898948032114;CONJ. R/N FEM. IAZE 31007;1;91,17
7898948032152;CONJ. R/N FEM. IAZE 31011;2;69,97
7898948032183;CONJ. R/N FEM. IAZE 31014;1;80,16
7898948032282;CONJ. R/N FEM. IAZE 31024;2;75
7898948032299;CONJ. R/N FEM. IAZE 31025;1;61,34
7898948032305;CONJ. R/N FEM. IAZE 31026;2;66,78
7898948032336;CONJ. R/N FEM. IAZE 31029;1;80,29
7898948032404;CONJ. R/N FEM. IAZE 31037;1;78,34
7898948032428;CONJ. R/N FEM. IAZE 31039;4;60,64
7898948032466;CONJ. R/N FEM. IAZE 31043;3;65,79
7898948032480;CONJ. R/N FEM. IAZE 31045;2;71,09
7898948032541;CONJ. R/N FEM. IAZE 31051;3;74,02
7898948032589;CONJ. R/N FEM. IAZE 31055;2;64,69
7898948032596;CONJ. R/N FEM. IAZE 31056;2;69,14
7898948032619;CONJ. R/N FEM. IAZE 31058;3;64,03
7898948032565;CONJ. R/N FEM. IAZE 31153;1;63,14
7898948033968;CONJ. R/N FEM. IAZE 32001;3;97,47
7898948034019;CONJ. R/N FEM. IAZE 32006;3;104,64
7898948034064;CONJ. R/N FEM. IAZE 32011;3;69,15
7898948034088;CONJ. R/N FEM. IAZE 32013;1;124,36
7898948034149;CONJ. R/N FEM. IAZE 32019;3;108,65
7898948034156;CONJ. R/N FEM. IAZE 32020;2;109,23
7898948034200;CONJ. R/N FEM. IAZE 32025;1;132,46
7898948034224;CONJ. R/N FEM. IAZE 32027;2;83,93
7898948034231;CONJ. R/N FEM. IAZE 32028;4;133,98
7898948034286;CONJ. R/N FEM. IAZE 32033;5;81,7
7898948034293;CONJ. R/N FEM. IAZE 32036;4;98,04
7898948034309;CONJ. R/N FEM. IAZE 32038;2;87,06
7898948034316;CONJ. R/N FEM. IAZE 32040;2;96,8
7898948034361;CONJ. R/N FEM. IAZE 32046;1;118,98
7898948034392;CONJ. R/N FEM. IAZE 32049;6;74,66
;CONJ. R/N FEM. IAZE MM1410;3;48,79
;CONJ. R/N FEM. IAZE MM1411;2;43,77
7909474780988;CONJ. R/N FEM. LUNENDER 11372;1;42,81
7900066688408;CONJ. R/N FEM. LUNENDER 19325;3;55,71
7900066729095;CONJ. R/N FEM. LUNENDER 19326;4;52,33
7900066728791;CONJ. R/N FEM. LUNENDER 19327;4;54,1
7892530991995;CONJ. R/N FEM. LUNENDER 30363, 369;2;29,52
7909246848748;CONJ. R/N FEM. LUNENDER 39021;1;49,42
7909246152968;CONJ. R/N FEM. LUNENDER 42309, 62119;1;37,46
7909246552362;CONJ. R/N FEM. LUNENDER 42639;1;33,6
7909878545541;CONJ. R/N FEM. LUNENDER 46298;2;54,39
7900066716910;CONJ. R/N FEM. LUNENDER 46861;1;80,36
7909132854617;CONJ. R/N FEM. LUNENDER 63944;1;69,3
7909878825193;CONJ. R/N FEM. LUNENDER 66090;4;121,86
7909878822208;CONJ. R/N FEM. LUNENDER 66095;2;140,03
7900066199140;CONJ. R/N FEM. LUNENDER 67914;1;150,27
7900066125002;CONJ. R/N FEM. LUNENDER 67950;2;61,23
7900066141118;CONJ. R/N FEM. LUNENDER 67957;1;120,24
7909352225389;CONJ. R/N FEM. LUNENDER 69051;1;52,89
7909652745129;CONJ. R/N FEM. MARLAN 60798;1;31,58
7909652681748;CONJ. R/N FEM. MARLAN 60803;3;63,16
7909652675228;CONJ. R/N FEM. MARLAN 60809;2;45,6
7909652661818;CONJ. R/N FEM. MARLAN 60812;1;57,89
7909652691952;CONJ. R/N FEM. MARLAN 60813;2;49,12
7909652661665;CONJ. R/N FEM. MARLAN 60814;2;57,89
7909652666370;CONJ. R/N FEM. MARLAN 60817;1;64,9
7909652665700;CONJ. R/N FEM. MARLAN 60824;1;70,17
7909652673811;CONJ. R/N FEM. MARLAN 60844;2;52,63
7909652709695;CONJ. R/N FEM. MARLAN 62831;3;43,85
7909652725961;CONJ. R/N FEM. MARLAN 62837;3;77,2
7909652716532;CONJ. R/N FEM. MARLAN 62845;1;38,59
7909652726333;CONJ. R/N FEM. MARLAN 62847;2;38,59
7909652729396;CONJ. R/N FEM. MARLAN 62849;1;57,89
7909652727842;CONJ. R/N FEM. MARLAN 62850;2;70,17
7909652728542;CONJ. R/N FEM. MARLAN 62854;1;75,45
7909652729631;CONJ. R/N FEM. MARLAN 62858;1;75,45
7909652758570;CONJ. R/N FEM. MARLAN 62865;1;54,38
7909652763291;CONJ. R/N FEM. MARLAN 62866;1;57,89
7909652763000;CONJ. R/N FEM. MARLAN 62867;2;57,89
7909652658313;CONJ. R/N FEM. MARLAN 63047;2;87,72
7909652696193;CONJ. R/N FEM. MARLAN 67333;1;87,72
7909652693291;CONJ. R/N FEM. MARLAN 67356;1;87,72
7909652693116;CONJ. R/N FEM. MARLAN 67360;2;77,2
7909878969835;CONJ. R/N LUNENDER 39246;2;45,78
7909474891912;CONJ. R/N LUNENDER 39546;1;47,27
7909246607581;CONJ. R/N LUNENDER 42710;1;29,44
7909022652477;CONJ. R/N LUNENDER 43388;1;18,04
7909878420664;CONJ. R/N LUNENDER 45878;2;50,91
7909878421197;CONJ. R/N LUNENDER 45880;2;59,02
7909878637468;CONJ. R/N LUNENDER 45883;1;54,39
7909878199737;CONJ. R/N LUNENDER 45908;1;64,82
7900066742049;CONJ. R/N LUNENDER 46050;1;78,1
7900066694447;CONJ. R/N LUNENDER 46140;1;61,87
7900066792556;CONJ. R/N LUNENDER 46146;3;68,86
7900066716675;CONJ. R/N LUNENDER 46147;1;50,49
7900066742452;CONJ. R/N LUNENDER 46148;3;92,77
7900066742612;CONJ. R/N LUNENDER 46149;1;82,61
7900066742599;CONJ. R/N LUNENDER 46149;2;74,61
7900066712301;CONJ. R/N LUNENDER 46185;1;78,1
7900066795601;CONJ. R/N LUNENDER 46864;1;109,09
7900066557056;CONJ. R/N LUNENDER 520;8;49,17
7900259029858;CONJ. R/N LUNENDER 65262;2;65,25
7900259027120;CONJ. R/N LUNENDER 65290;2;148,65
7900259014335;CONJ. R/N LUNENDER 65295;3;110,33
7900066999801;CONJ. R/N LUNENDER 65299;1;115,97
7900259013826;CONJ. R/N LUNENDER 65306;3;91,17
7900259014069;CONJ. R/N LUNENDER 65312;3;84,41
7909878775894;CONJ. R/N LUNENDER 66167;2;79,06
7900066140296;CONJ. R/N LUNENDER 66230;1;43,34
7909652658078;CONJ. R/N MARLAN 63061;3;101,76
7909879512573;CONJ. R/N MASC. 101314;5;38,65
7909879370111;CONJ. R/N MASC. 101335;2;69,97
7909879426566;CONJ. R/N MASC. 101898;2;57,36
7909879499034;CONJ. R/N MASC. 102897;2;91,28
7909919991207;CONJ. R/N MASC. 109336;6;47,46
7900007093254;CONJ. R/N MASC. 112745;2;34,8
7900007044195;CONJ. R/N MASC. 112780;1;47,47
7909919902456;CONJ. R/N MASC. 116175;4;71,42
7900007994834;CONJ. R/N MASC. 116386;2;39,65
7900007749069;CONJ. R/N MASC. 116389;3;53,43
7900007748055;CONJ. R/N MASC. 116398;6;67,17
7900007523546;CONJ. R/N MASC. 116407;1;36,24
7900007933291;CONJ. R/N MASC. 116585;3;60,75
7900072106088;CONJ. R/N MASC. 121767;2;63,22
7900072703652;CONJ. R/N MASC. 122612;4;37,69
7900072703249;CONJ. R/N MASC. 122618;3;45,1
7900072703751;CONJ. R/N MASC. 122621;4;42,52
7900072743160;CONJ. R/N MASC. 122630;8;54,88
7900072799914;CONJ. R/N MASC. 122639;3;67,72
7900072831027;CONJ. R/N MASC. 122648;2;105,26
7900072746031;CONJ. R/N MASC. 122651;3;90,32
7900072743689;CONJ. R/N MASC. 122756;1;51,42
7900072743504;CONJ. R/N MASC. 122759;1;57,16
7900072745850;CONJ. R/N MASC. 122768;2;64,32
7900072830105;CONJ. R/N MASC. 122771;1;75,25
7900072829727;CONJ. R/N MASC. 122774;1;90,32
7900072832017;CONJ. R/N MASC. 122783;1;105,26
7900072747113;CONJ. R/N MASC. 122786;4;120,33
7909356382620;CONJ. R/N MASC. 18668;1;45,85
7909400870387;CONJ. R/N MASC. 35701;1;44,46
7909442715493;CONJ. R/N MASC. 41799;2;73,27
7909482910988;CONJ. R/N MASC. 53344;1;101,89
7909206951952;CONJ. R/N MASC. 6545, 26332;2;56,49
7909661758004;CONJ. R/N MASC. 70810;2;80,96
7909661708078;CONJ. R/N MASC. 71651;1;64,16
7909661289621;CONJ. R/N MASC. 72001;2;40,48
7909661768393;CONJ. R/N MASC. 72013;5;45,11
7909661480042;CONJ. R/N MASC. 73168;2;67,49
7909661648336;CONJ. R/N MASC. 74849;2;55,67
7909834815022;CONJ. R/N MASC. 91533;6;47,39
7909834279664;CONJ. R/N MASC. 95475;2;48,08
7909358282553;CONJ. R/N MASC. ELIAN 594;2;24,62
;CONJ. R/N MASC. IAZE 1516;4;43,91
7898948033821;CONJ. R/N MASC. IAZE 1529;4;43,91
SEM GTIN;CONJ. R/N MASC. IAZE 25076;1;43,13
7898948025253;CONJ. R/N MASC. IAZE 27141;1;67,36
7898948025277;CONJ. R/N MASC. IAZE 27143;1;57,08
SEM GTIN;CONJ. R/N MASC. IAZE 28129;1;59,8
SEM GTIN;CONJ. R/N MASC. IAZE 28131;1;52,2
SEM GTIN;CONJ. R/N MASC. IAZE 28141;1;55,97
7898948027608;CONJ. R/N MASC. IAZE 29114;1;80,57
7898948029541;CONJ. R/N MASC. IAZE 30145;1;56,25
7898948029718;CONJ. R/N MASC. IAZE 30162;2;68,36
7898948033296;CONJ. R/N MASC. IAZE 31053;1;94,5
7898948032800;CONJ. R/N MASC. IAZE 31101;5;64,12
7898948032831;CONJ. R/N MASC. IAZE 31104;1;86
7898948032855;CONJ. R/N MASC. IAZE 31106;5;53,39
7898948032862;CONJ. R/N MASC. IAZE 31107;3;65,09
7898948032879;CONJ. R/N MASC. IAZE 31108;4;74,44
7898948032893;CONJ. R/N MASC. IAZE 31110;3;87,26
7898948032930;CONJ. R/N MASC. IAZE 31114;1;72,22
7898948032947;CONJ. R/N MASC. IAZE 31115;3;90,05
;CONJ. R/N MASC. IAZE 31118;3;91,44
7898948032985;CONJ. R/N MASC. IAZE 31119;1;77,08
7898948032992;CONJ. R/N MASC. IAZE 31121;2;78,9
7898948033012;CONJ. R/N MASC. IAZE 31124;4;60,21
;CONJ. R/N MASC. IAZE 31125;1;78,47
7898948033043;CONJ. R/N MASC. IAZE 31127;1;76,25
7898948033050;CONJ. R/N MASC. IAZE 31128;1;83,36
7898948033081;CONJ. R/N MASC. IAZE 31131;4;95,49
7898948033098;CONJ. R/N MASC. IAZE 31132;4;60,77
7898948033104;CONJ. R/N MASC. IAZE 31133;3;86
7898948033135;CONJ. R/N MASC. IAZE 31136;2;67,61
7898948033142;CONJ. R/N MASC. IAZE 31137;2;74,15
;CONJ. R/N MASC. IAZE 31141;5;52,7
;CONJ. R/N MASC. IAZE 31143;5;56,87
7898948033203;CONJ. R/N MASC. IAZE 31144;3;80,85
7898948033265;CONJ. R/N MASC. IAZE 31150;3;64,53
7898948033272;CONJ. R/N MASC. IAZE 31151;5;49,2
7898948033302;CONJ. R/N MASC. IAZE 31154;3;51,71
7898948033319;CONJ. R/N MASC. IAZE 31155;3;64,82
7898948033326;CONJ. R/N MASC. IAZE 31156;5;63,84
7898948034576;CONJ. R/N MASC. IAZE 32101;5;89,3
7898948034590;CONJ. R/N MASC. IAZE 32103;2;120,33
7898948034682;CONJ. R/N MASC. IAZE 32112;3;101,97
7898948034699;CONJ. R/N MASC. IAZE 32113;2;70,28
7898948034774;CONJ. R/N MASC. IAZE 32122;5;96,84
7898948034804;CONJ. R/N MASC. IAZE 32125;8;82,72
7898948034859;CONJ. R/N MASC. IAZE 32130;5;132,22
7898948034880;CONJ. R/N MASC. IAZE 32133;5;80,5
7898948034934;CONJ. R/N MASC. IAZE 32138;5;76,39
7898948034941;CONJ. R/N MASC. IAZE 32139;6;100,61
7898948035016;CONJ. R/N MASC. IAZE 32146;2;78,76
7898948035085;CONJ. R/N MASC. IAZE 32153;1;131,58
7898948035092;CONJ. R/N MASC. IAZE 32154;8;91,33
7898948033661;CONJ. R/N MASC. IAZE MM1513;5;45,31
7898948033685;CONJ. R/N MASC. IAZE MM1515;6;49,36
7909357077051;CONJ. R/N MASC. LECIMAR 1739;1;22,64
;CONJ. R/N MASC. LECIMAR 1742;2;25,78
;CONJ. R/N MASC. LECIMAR 1747;5;34,35
;CONJ. R/N MASC. LECIMAR 1748;2;32,79
7909357254148;CONJ. R/N MASC. LECIMAR 1971;2;43,52
7909357272678;CONJ. R/N MASC. LECIMAR 2034;1;44,69
7890906565344;CONJ. R/N MASC. LECIMAR 2040;2;56,53
7898948034569;CONJ. R/N MASC. LONGO IAZE 32100;7;80,35
7900066529015;CONJ. R/N MASC. LUNENDER 1293;2;73,74
7909878636768;CONJ. R/N MASC. LUNENDER 19243;3;35,41
7900066480101;CONJ. R/N MASC. LUNENDER 19287;3;61,98
7900066528827;CONJ. R/N MASC. LUNENDER 19291;2;49,1
7900066529480;CONJ. R/N MASC. LUNENDER 19295;2;57,32
7909246986228;CONJ. R/N MASC. LUNENDER 34542;1;33,09
7909246992939;CONJ. R/N MASC. LUNENDER 34545;1;45,78
7909246363425;CONJ. R/N MASC. LUNENDER 34598;1;69,78
7909352833713;CONJ. R/N MASC. LUNENDER 369;1;51,53
7909878970275;CONJ. R/N MASC. LUNENDER 39251;5;45,78
7900066681034;CONJ. R/N MASC. LUNENDER 44721;1;71,11
7900066685391;CONJ. R/N MASC. LUNENDER 44880;1;69,99
7900066773531;CONJ. R/N MASC. LUNENDER 44883;2;80,36
7900066549754;CONJ. R/N MASC. LUNENDER 45341;4;79,94
7900066545886;CONJ. R/N MASC. LUNENDER 45345;4;71,18
7900066550101;CONJ. R/N MASC. LUNENDER 45346;6;87,63
7900066584076;CONJ. R/N MASC. LUNENDER 45347;6;86,51
7900066543813;CONJ. R/N MASC. LUNENDER 45348;3;89,95
7900066545800;CONJ. R/N MASC. LUNENDER 45353;3;62,24
